ID,Name,Kurzname,Jahr,Beschreibung,Anzahl Lernkarten,Stand
88f401ab-5cfb-4c55-ad2c-40fa24ff4bc9,IHK AP1 – Anwendungsentwicklung / Systemintegration,AP1,2024–2026,IHK Abschlussprüfung Teil 1 für IT-Berufe – Anwendungsentwicklung und Systemintegration,440,v1.9.8 – April 2026
